Be7_Inj	Be7_Rec	Be7_RMS	pep_Inj	pep_Rec	pep_RMS	Bi210_Inj	Bi210_Rec	Bi210_RMS	K40_Inj	K40_Rec	K40_RMS	Kr85_Inj	Kr85_Rec	Kr85_RMS	U238_Inj	U238_Rec	U238_RMS	Th232_Inj	Th232_Rec	Th232_RMS	Po210_Inj	Po210_Rec	Po210_RMS	CNO_Inj	CNO_Rec	CNO_RMS	C10_2_Inj	C10_2_Rec	C10_2_RMS	He6_2_Inj	He6_2_Rec	He6_2_RMS	C11_Inj	C11_Rec	C11_RMS	C11_2_Inj	C11_2_Rec	C11_2_RMS	Chi2NDF
49.0277	49.2098	0.234656	2.80694	3.19813	0.252014	120.255	122.769	1.7273	22.896	22.79	0.0909498	49.9666	50.3432	0.616247	150.496	150.343	0.172253	35.0616	35.1449	0.0871903	122.09	122.132	0.0375919	5.02342	0.892718	2.69825	3.69694	3.34253	3.25062	2.803	2.95106	0.296505	19.1611	19.2123	0.0491015	593.936	593.919	0.152846	44101.2
48.9798	48.8994	0.230833	2.79616	2.60362	0.201612	120.31	119.995	1.31565	22.8786	22.8978	0.0915342	49.9799	49.0843	0.534023	150.439	150.708	0.171961	35.0607	35.0572	0.0853849	122.066	122.103	0.0375189	5.0211	5.75358	2.11906	3.70353	7.55482	3.37353	2.80145	2.64835	0.296447	19.1777	19.1676	0.0443674	593.929	593.982	0.151043	44110.1
48.9952	49.355	0.226551	2.79455	3.13334	0.185331	120.274	121.517	1.11173	22.8981	22.8597	0.0897062	49.9972	50.4871	0.509081	150.493	150.493	0.157026	35.0762	35.1391	0.0862071	122.101	122.07	0.0377471	5.02868	2.49182	1.87082	3.69484	9.99151	3.36724	2.80466	2.55583	0.299762	19.1543	19.1537	0.0379366	593.904	593.939	0.150132	43969.3
48.9924	49.0396	0.214446	2.79833	2.78495	0.145173	120.278	120.417	0.822131	22.8985	22.8438	0.0905717	50.0143	49.7207	0.480177	150.548	150.645	0.17571	35.0825	35.1482	0.0834774	122.116	122.132	0.0378621	5.03625	4.66737	1.25813	3.69308	2.80139	3.5604	2.80071	2.88761	0.307268	19.1508	19.1538	0.039157	594.015	593.991	0.149342	43909.3
49.0077	48.7643	0.223645	2.79746	2.85622	0.18051	120.319	121.689	1.14817	22.9038	22.7368	0.0911557	50.0116	50.2198	0.510253	150.501	150.699	0.171529	35.0778	34.9678	0.0851929	122.092	122.071	0.0375273	5.03439	3.58851	1.83793	3.69573	4.25184	3.37711	2.80651	2.83056	0.296648	19.1682	19.2533	0.0422899	593.991	593.986	0.149693	44123.5
48.9716	48.702	0.224896	2.80144	2.79996	0.184808	120.293	120.12	1.20399	22.9049	22.8557	0.0910615	49.9766	50.8399	0.512526	150.519	150.192	0.171488	35.0689	35.065	0.0852215	122.091	122.076	0.0375948	5.03006	5.74797	1.93377	3.70579	4.69761	3.35388	2.79884	2.48971	0.296597	19.1852	19.1903	0.043088	593.973	594.098	0.150796	44056.7
48.99	48.8545	0.222899	2.80089	2.8239	0.174381	120.264	119.909	1.11814	22.9017	22.9102	0.0918012	50.0413	49.9138	0.503229	150.521	150.503	0.172239	35.1005	35.1368	0.085324	122.091	122.087	0.0375766	5.03666	5.59942	1.7876	3.70275	5.66942	3.41518	2.8017	2.7969	0.297066	19.1531	19.1336	0.042042	593.97	593.935	0.149764	44091
49.0106	49.0714	0.246944	2.79589	2.84259	0.244771	120.275	121.754	1.63823	22.8938	22.8791	0.0921162	50.0108	50.2846	0.587597	150.565	150.46	0.172998	35.0609	34.9995	0.0859366	122.114	122.109	0.0375291	5.02393	3.10524	2.64071	3.69849	0.477362	10.6303	2.80142	2.86246	0.298617	19.1771	19.2281	0.048648	593.947	593.951	0.153002	43931
48.9716	48.8936	0.223874	2.80389	2.69153	0.178767	120.34	121.007	1.14215	22.9089	22.877	0.0915598	49.9896	50.1712	0.512189	150.51	150.327	0.172896	35.0643	34.9625	0.0853427	122.08	122.07	0.0376454	5.03226	4.8416	1.82636	3.70372	1.7794	3.11033	2.7988	2.45481	0.297945	19.1665	19.2087	0.04245	594.007	594.21	0.1503	44091.2
48.9965	49.1197	0.232212	2.79577	2.71101	0.205433	120.271	119.984	1.34462	22.9017	22.9387	0.0915236	50.0038	49.7722	0.538637	150.547	150.632	0.172031	35.0667	35.1843	0.0854105	122.131	122.118	0.0375276	5.0326	5.21783	2.16666	3.70322	7.27984	3.37318	2.79894	2.6178	0.296423	19.1594	19.1259	0.0447212	593.949	594.03	0.151187	44241.8
48.9496	48.9795	0.221642	2.7974	2.68503	0.17531	120.267	120.548	1.12621	22.911	22.8592	0.0902552	49.9791	50.0192	0.503629	150.542	150.488	0.169954	35.0771	35.0799	0.0854189	122.062	122.055	0.0372334	5.02264	4.93979	1.80882	3.70779	2.24206	3.14833	2.80267	3.22111	0.297049	19.1468	19.1778	0.0419282	593.928	593.812	0.150648	44081.5
48.9879	48.6941	0.227484	2.79275	2.39047	0.191681	120.315	118.83	1.23954	22.8714	22.8397	0.0913313	50.0042	50.1725	0.522554	150.48	150.427	0.171644	35.0618	34.9621	0.0852363	122.126	122.095	0.0375292	5.03331	8.15124	1.99367	3.70663	3.60666	3.33294	2.8023	2.89595	0.296463	19.1603	19.1688	0.0434148	593.872	593.846	0.150609	44010.5
49.0094	49.0857	0.263553	2.79354	3.01097	0.285234	120.317	121.836	1.93423	22.9065	22.9055	0.0926936	49.996	50.5946	0.642121	150.521	150.359	0.174184	35.0798	35.0344	0.0865441	122.068	122.117	0.037529	5.02144	2.51775	3.10446	3.70206	2.90446	3.31418	2.79998	2.7694	0.297159	19.1513	19.2055	0.0529335	594.059	594.149	0.154995	44102.2
49.0004	48.9527	0.229399	2.79323	2.57356	0.197513	120.287	119.373	1.28486	22.8971	22.9676	0.0914799	50.0074	50.0365	0.529283	150.466	150.401	0.171772	35.0785	35.0856	0.0853451	122.103	122.094	0.037525	5.02982	6.51049	2.0681	3.69747	2.1942	3.25531	2.79574	2.76395	0.295911	19.1599	19.1621	0.0439905	593.939	593.96	0.150848	44114.9
48.9938	49.1118	0.199984	2.80007	3.0511	0.0845083	120.321	121.509	0.285351	22.898	22.9313	0.0903941	50.0047	50.5134	0.426124	150.462	150.559	0.169955	35.0694	35.1642	0.084565	122.083	122.051	0.0376587	5.03093	2.64658	0.0308372	3.69596	11.8072	3.3527	2.79687	2.52742	0.296014	19.153	19.1458	0.035776	593.984	593.981	0.147345	44164.3
48.9791	48.7861	0.221178	2.8025	2.90773	0.17677	120.297	121.327	1.13246	22.8952	22.7982	0.0912418	49.9971	50.8461	0.506493	150.485	150.672	0.170835	35.0836	35.2157	0.0853167	122.1	122.05	0.0376011	5.03005	3.18441	1.8105	3.70136	3.69628	3.3203	2.80931	3.01039	0.296322	19.1647	19.172	0.0423623	593.917	593.876	0.149692	44030.3
48.9891	49.0172	0.224152	2.80195	2.8137	0.181069	120.316	120.641	1.17199	22.8977	22.9497	0.0913511	49.9896	50.0566	0.510429	150.531	150.413	0.171677	35.0879	35.033	0.0852737	122.133	122.128	0.0375268	5.03435	4.85367	1.87959	3.70561	11.1458	3.3446	2.801	2.64014	0.297962	19.1808	19.1723	0.0427009	593.871	593.858	0.150228	44008.4
48.9837	48.7797	0.222963	2.79939	2.6261	0.176944	120.368	119.667	1.14506	22.9132	22.8598	0.0911745	49.975	50.3417	0.50628	150.543	150.656	0.17155	35.0681	35.0797	0.0852631	122.099	122.01	0.03758	5.03601	6.49578	1.83414	3.69523	9.11093	3.35698	2.79596	2.35345	0.295414	19.1568	19.143	0.0423476	593.944	594.049	0.150085	44099.2
48.9894	49.0417	0.228173	2.79847	2.81235	0.193245	120.28	120.201	1.24447	22.8944	23.0084	0.091396	49.9915	50.3342	0.523334	150.511	150.422	0.172086	35.0832	35.0605	0.085625	122.124	122.12	0.0375447	5.03013	4.94803	2.00339	3.69321	2.02766	3.0054	2.79893	2.82263	0.30018	19.1613	19.145	0.0432849	593.951	593.955	0.15131	44111.2
49.0102	49.1689	0.223754	2.80032	2.95371	0.178831	120.283	121.144	1.16264	22.8955	22.6871	0.0913677	50.0049	49.6177	0.50489	150.511	150.679	0.171742	35.093	35.0897	0.0850246	122.135	122.16	0.0375769	5.03372	3.7476	1.86051	3.6987	10.532	3.36261	2.79542	2.91771	0.296469	19.1606	19.2033	0.04267	593.989	593.982	0.149765	44073.3
49.0281	48.7529	0.223912	2.80375	2.86586	0.17761	120.294	119.867	1.13895	22.9083	22.8801	0.0911935	49.9553	50.1382	0.507466	150.521	150.57	0.171649	35.0847	35.1502	0.08502	122.048	122.051	0.0376174	5.0278	5.49406	1.82613	3.69698	6.97247	3.39446	2.80145	2.89209	0.296715	19.1533	19.1452	0.0421973	593.98	593.881	0.150214	44128.2
49.0441	48.7516	0.222162	2.79409	2.7568	0.175751	120.33	120.652	1.13597	22.9019	22.7968	0.0902289	49.9762	50.8835	0.507176	150.545	150.354	0.170668	35.0581	35.0331	0.0848756	122.096	122.032	0.0375952	5.03115	5.3363	1.81934	3.69978	3.23524	3.33711	2.8035	2.38901	0.298185	19.1537	19.1875	0.0421366	593.93	594.059	0.149306	44041.2
48.9858	49.0627	0.226321	2.80484	2.80168	0.188289	120.242	120.438	1.217	22.9061	22.9051	0.0913301	50.0086	50.1098	0.518695	150.464	150.156	0.171541	35.0836	35.0408	0.0852281	122.132	122.14	0.0375225	5.04172	5.10653	1.95175	3.70143	0.336005	14.0804	2.79829	2.85193	0.295228	19.1515	19.1865	0.0431943	593.895	593.916	0.150492	44067.1
49.0073	48.9018	0.221956	2.80737	2.69325	0.172314	120.314	120.063	1.10409	22.8838	22.8718	0.0910515	50.0107	49.6764	0.501833	150.532	150.733	0.171943	35.0707	35.0153	0.0849684	122.112	122.127	0.0376226	5.03125	5.4397	1.76572	3.70045	1.03286	3.37505	2.80379	2.90959	0.290756	19.1538	19.1586	0.0419618	593.987	593.962	0.150538	43951.1
49.0224	48.7069	0.222588	2.80278	2.64418	0.179265	120.289	120.867	1.14062	22.9085	22.8202	0.0913826	50.0231	49.9325	0.507642	150.536	150.484	0.170882	35.1046	35.1141	0.0848005	122.097	122.123	0.0375379	5.02564	5.05275	1.83173	3.69824	3.60437	3.15845	2.79947	2.86806	0.295747	19.1549	19.1865	0.042153	593.941	594.005	0.149241	43969.2
48.9806	49.0901	0.222358	2.80011	2.85613	0.179599	120.3	120.78	1.15671	22.8909	22.8129	0.0913345	49.9886	49.2829	0.508483	150.47	150.582	0.171131	35.1073	35.1065	0.0855446	122.128	122.182	0.0375127	5.03541	4.32832	1.84729	3.70497	3.21794	3.23722	2.79671	2.86992	0.295324	19.1573	19.175	0.0426244	593.971	593.978	0.14985	44079.1
48.9996	48.847	0.223361	2.80433	2.63078	0.17807	120.305	120.277	1.13999	22.8898	22.9749	0.0912779	50.0183	49.8961	0.508224	150.523	150.806	0.172114	35.0754	35.1197	0.0852	122.082	122.093	0.0377222	5.02756	4.89319	1.82443	3.70121	1.46202e-08	2.20404	2.80477	2.89335	0.289996	19.1407	19.1445	0.0422518	593.91	593.92	0.150251	44071.8
48.9777	48.5232	0.220069	2.79719	2.64178	0.176312	120.322	119.801	1.12807	22.8914	22.9097	0.0909851	50.0144	50.491	0.496731	150.517	150.664	0.171036	35.0707	35.1181	0.0849531	122.072	122.035	0.0374807	5.0171	5.70388	1.8092	3.69385	3.11263	2.07583	2.80589	3.73866	0.285808	19.1554	19.1533	0.0417033	593.972	593.587	0.144725	44061.6
48.9973	48.8348	0.212968	2.80053	2.60851	0.16807	120.284	119.302	1.09592	22.9018	22.9462	0.0895187	49.9886	49.9404	0.491282	150.495	150.645	0.166479	35.0706	35.0498	0.0801001	122.089	122.073	0.0327057	5.03061	6.54682	1.67075	3.70506	3.03587	3.27297	2.79267	2.7167	0.282375	19.1497	19.1329	0.0425459	593.921	593.907	0.143107	43891.3
49.0034	49.2285	0.2228	2.80341	2.99863	0.179122	120.329	121.574	1.15314	22.8807	22.8635	0.091579	49.9834	50.2104	0.508033	150.511	150.403	0.171572	35.0823	34.9915	0.0852152	122.116	122.128	0.0375858	5.03154	3.10398	1.83743	3.69559	5.71578	3.36497	2.79402	2.58009	0.296532	19.1621	19.2167	0.0426489	593.979	594.068	0.150116	43971.1
48.9763	48.9753	0.220927	2.79489	2.96464	0.173692	120.268	120.281	1.11951	22.8819	22.7639	0.0909169	49.9804	50.4836	0.505454	150.53	150.616	0.170737	35.0943	35.0878	0.085128	122.11	122.074	0.0376002	5.03132	4.89249	1.79482	3.70314	9.06059e-07	3.05646	2.79903	3.19577	0.291966	19.1687	19.1657	0.0420075	594.109	593.955	0.150172	44117.3
48.9832	49.5649	0.236527	2.79724	2.97606	0.217477	120.292	120.338	1.43522	22.9119	22.9129	0.0916173	50.0328	49.2943	0.553168	150.548	150.615	0.172319	35.0594	35.0671	0.085555	122.089	122.162	0.0375247	5.02865	4.14239	2.31465	3.69945	3.18773	3.32186	2.79877	3.0042	0.296567	19.1553	19.1361	0.0458464	593.986	593.921	0.15165	44054
48.991	49.0019	0.222714	2.80295	2.67801	0.177236	120.308	120.078	1.14732	22.9003	23.0489	0.0909007	50.0383	50.005	0.507742	150.451	150.447	0.166922	35.0844	35.221	0.0845003	122.099	122.13	0.0374484	5.02563	4.9024	1.82529	3.70689	2.19675	3.28026	2.80424	3.10279	0.296222	19.1555	19.134	0.0424194	594.015	593.903	0.149868	43976
48.9969	49.0029	0.222356	2.79919	2.75628	0.177782	120.359	120.807	1.13765	22.8937	23.0222	0.0913641	50.005	50.2919	0.508839	150.481	150.313	0.171702	35.1119	35.1177	0.0853972	122.082	122.097	0.0376325	5.02615	4.34843	1.81932	3.69508	4.02469	3.35527	2.80033	2.66292	0.297324	19.1628	19.1652	0.0422846	593.916	593.964	0.150581	44040.8
48.9791	48.9032	0.227691	2.80571	2.57077	0.192596	120.312	118.353	1.24627	22.9162	23.0418	0.0912942	49.9766	49.4784	0.523622	150.552	150.382	0.171688	35.078	35.1987	0.0853359	122.156	122.208	0.0375303	5.03207	7.80572	2.0047	3.69787	4.68097e-10	1.30813	2.79388	2.7575	0.290978	19.1634	19.1131	0.0434606	594.029	594.062	0.150489	43955.1
48.9825	49.0667	0.22362	2.7961	2.85268	0.179997	120.31	121.672	1.14963	22.9055	22.8329	0.0913174	49.9623	50.2385	0.51127	150.554	150.618	0.171772	35.0698	34.9808	0.0852653	122.131	122.117	0.0375727	5.03044	3.17091	1.83693	3.70482	9.8412	3.37857	2.79978	2.97283	0.295523	19.148	19.1982	0.0426125	593.946	593.881	0.150666	44098.9
48.9829	48.4491	0.223027	2.8021	2.36167	0.176719	120.288	119.004	1.16014	22.913	22.7348	0.0913145	50.0034	49.894	0.507726	150.5	150.529	0.171103	35.0835	34.9259	0.0848422	122.123	122.127	0.0376026	5.03543	8.3981	1.85346	3.70255	6.64826	3.38196	2.80016	2.74604	0.295794	19.1505	19.2002	0.0426942	594.02	594.082	0.150499	44152.3
48.964	49.0468	0.223278	2.79678	2.67873	0.180609	120.256	119.437	1.16681	22.9033	22.9001	0.0912693	49.9997	49.7787	0.5155	150.512	150.454	0.171951	35.0593	35.0302	0.0852973	122.101	122.113	0.0375783	5.03677	6.3548	1.87698	3.69915	4.24345	3.35706	2.79464	2.90876	0.29624	19.1534	19.1511	0.0426003	593.976	593.96	0.149615	44054.9
48.9616	48.9505	0.232807	2.80565	2.77904	0.207347	120.29	120.182	1.35898	22.8821	22.9175	0.0914337	50.0077	49.4882	0.540941	150.535	150.774	0.172105	35.0819	35.1403	0.0854386	122.137	122.149	0.0375298	5.03375	4.9827	2.18983	3.699	3.33595e-07	13.3476	2.79765	2.50555	0.29149	19.1629	19.1282	0.044856	593.847	594.018	0.151094	44142
48.9918	49.2731	0.224177	2.79134	3.11626	0.177188	120.276	119.94	1.13927	22.9209	23.0536	0.0910005	49.9982	51.5046	0.510337	150.544	150.038	0.171869	35.0975	35.1738	0.085056	122.129	122.084	0.0376576	5.01996	4.64815	1.81947	3.70098	4.88417	3.35677	2.79903	2.62732	0.299295	19.1737	19.0999	0.0422024	593.993	594.001	0.149727	43976.1
49.0191	49.1822	0.222763	2.79668	2.92591	0.181662	120.26	121.024	1.17342	22.8978	22.9753	0.0914317	49.9796	50.4384	0.513194	150.515	150.489	0.171802	35.0784	35.0472	0.0853562	122.108	122.139	0.0375715	5.0387	3.42171	1.88133	3.69284	4.36101	3.29003	2.79383	2.74598	0.297476	19.1633	19.1747	0.0427609	593.957	593.969	0.150245	43897.8
49.0225	49.2815	0.231764	2.80079	2.84644	0.204242	120.354	119.869	1.33599	22.8891	23.0257	0.0915417	50.0105	49.9112	0.537177	150.466	150.233	0.171926	35.0829	35.0916	0.0853982	122.059	122.101	0.0375192	5.02667	5.33195	2.15239	3.70312	1.45089	3.19401	2.80013	2.77942	0.297038	19.1604	19.1238	0.0446045	593.986	593.968	0.151164	43988
49.0022	48.927	0.213221	2.8045	2.74958	0.156877	120.346	119.229	0.976561	22.9108	23.1177	0.0924438	50.0231	50.2252	0.491889	150.485	150.461	0.171993	35.1035	35.1451	0.0855531	122.066	122.093	0.0375458	5.03422	6.09227	1.52256	3.69964	3.26821	3.53569	2.80147	2.41897	0.298175	19.1629	19.1035	0.0413879	593.924	593.977	0.150519	44112.7
49.0164	49.297	0.223654	2.80097	2.96156	0.179273	120.289	120.415	1.15028	22.8965	22.9527	0.0912738	49.9806	49.3367	0.510849	150.423	150.398	0.171881	35.0868	35.0314	0.0852879	122.127	122.182	0.0376031	5.02649	4.5136	1.84103	3.70897	3.60196	3.3247	2.80203	2.53595	0.299063	19.1592	19.1608	0.0425132	593.933	594.054	0.149855	44169
49.0089	48.8701	0.231025	2.79265	2.82486	0.202183	120.28	120.099	1.31647	22.8969	22.814	0.0913538	49.989	50.5265	0.534775	150.488	150.599	0.171988	35.0553	34.9066	0.0853798	122.057	122.01	0.0375222	5.0325	5.39359	2.12201	3.70742	2.69555	3.10272	2.79969	2.92988	0.296281	19.1795	19.1815	0.0442551	593.947	593.894	0.150675	44130.3
49.0581	49.646	0.222587	2.79391	2.82487	0.177008	120.35	119.958	1.13979	22.8828	23.0548	0.0914636	50.0117	49.5753	0.507817	150.468	150.324	0.171026	35.0679	35.0592	0.0850049	122.073	122.103	0.0376164	5.02703	5.02642	1.82172	3.6976	6.5295	3.38443	2.7994	3.07994	0.297269	19.1611	19.1407	0.0423129	593.971	593.825	0.150353	44181.4
49.0406	48.8998	0.224008	2.80434	2.73302	0.179132	120.286	120.523	1.14764	22.901	22.8628	0.0915019	50.0125	49.9055	0.507122	150.489	150.615	0.171856	35.0686	34.989	0.085066	122.123	122.09	0.0376054	5.02224	5.1075	1.84146	3.70502	11.4068	3.38488	2.79964	2.94812	0.295979	19.183	19.208	0.042314	593.926	593.826	0.150188	43963.7
48.9961	48.8118	0.227332	2.8006	2.52921	0.191108	120.316	117.866	1.23423	22.8661	22.9803	0.0913387	50.0129	50.1156	0.521752	150.479	150.517	0.171698	35.0831	35.1251	0.0852711	122.069	122.014	0.0375281	5.02632	8.3927	1.9854	3.696	3.23722	3.10921	2.80171	3.17782	0.296614	19.1572	19.0737	0.043345	593.945	593.765	0.150558	44215.8
48.9852	48.9514	0.232715	2.79928	2.82401	0.206887	120.329	120.421	1.35564	22.9227	22.9137	0.0915311	49.9568	50.6221	0.540353	150.45	150.376	0.172048	35.0927	35.007	0.0854345	122.102	122.042	0.0375263	5.0286	5.03115	2.18475	3.69548	0.732637	3.63156	2.80444	2.68519	0.296593	19.1463	19.1473	0.0448586	594.009	594.046	0.151145	44044
49.0264	49.0041	0.224901	2.8044	2.45485	0.183846	120.306	118.837	1.18202	22.9054	22.7377	0.091249	50.0209	48.2958	0.513709	150.522	150.605	0.171546	35.065	34.909	0.0851498	122.113	122.159	0.0375224	5.02657	8.46017	1.89584	3.6986	0.970993	3.06861	2.80186	2.60764	0.296296	19.1541	19.1676	0.0427804	593.952	594.057	0.15026	44049.3
49.0262	49.0954	0.223272	2.80401	2.9217	0.179433	120.267	119.774	1.15414	22.9008	23.0609	0.090878	50.0019	50.151	0.510146	150.473	150.653	0.1725	35.0894	35.1425	0.0850375	122.125	122.113	0.0375874	5.02574	4.68544	1.84638	3.69368	2.54127	3.18405	2.80475	3.11639	0.298055	19.1483	19.0924	0.0422547	594.035	593.84	0.150173	44044.9
48.9995	48.9347	0.234405	2.79767	2.81012	0.211539	120.285	120.979	1.391	22.89	22.6689	0.0915811	49.98	49.7233	0.545914	150.513	150.667	0.17217	35.0886	34.9867	0.0855071	122.113	122.117	0.0375298	5.01879	4.61594	2.24234	3.69944	4.5081	3.3506	2.8066	2.81916	0.296571	19.1618	19.2304	0.0453289	593.962	593.962	0.151437	44087.2
48.9941	49.4129	0.237887	2.79794	3.04946	0.221185	120.297	120.64	1.46261	22.8976	22.9959	0.0916985	50.0054	50.2525	0.5577	150.486	150.222	0.172378	35.0798	35.0645	0.0856205	122.101	122.125	0.0375253	5.03056	3.9257	2.35917	3.70164	1.46868	3.16987	2.79683	2.83295	0.295901	19.1675	19.1418	0.0461946	593.95	593.998	0.151801	44055.9
48.9872	48.9455	0.230409	2.79783	2.6697	0.200394	120.31	120.081	1.30607	22.899	22.8204	0.091326	50.0014	49.4925	0.532703	150.484	150.598	0.17191	35.0937	35.0516	0.0853368	122.13	122.121	0.0375286	5.02948	5.91963	2.10323	3.69226	7.28885e-10	1.24607	2.80354	2.74773	0.291029	19.1696	19.1765	0.0441968	594.005	594.057	0.150783	43932
49.0052	48.9536	0.228345	2.7912	2.50681	0.194465	120.29	119.04	1.26209	22.8953	22.8869	0.0920017	50.0341	50.097	0.52597	150.483	150.603	0.172076	35.0734	35.0033	0.0857479	122.145	122.08	0.0375359	5.02974	7.20893	2.02859	3.69855	1.44546	2.38023	2.80731	2.9954	0.295169	19.1657	19.1664	0.0439209	593.933	593.913	0.152805	44010.1
48.9841	48.7329	0.22226	2.79688	2.90398	0.178773	120.339	120.677	1.15545	22.8939	22.7545	0.0912736	49.9962	50.0533	0.508641	150.484	150.456	0.171777	35.0834	35.0504	0.0853294	122.135	122.157	0.0374887	5.03366	5.00496	1.84858	3.70633	6.57656	3.39858	2.79839	2.17729	0.296885	19.1494	19.1568	0.042493	593.962	594.197	0.149923	44039.5
48.9923	49.1234	0.223279	2.79897	2.85727	0.177405	120.31	121.018	1.13888	22.8945	22.6639	0.0911628	49.9802	50.016	0.50894	150.483	150.408	0.171668	35.0568	34.975	0.0852547	122.115	122.117	0.0376659	5.03635	4.3624	1.81934	3.70026	1.447	3.09294	2.80115	2.72845	0.300116	19.1556	19.2275	0.0423281	593.928	594.089	0.15075	43896.2
48.9954	49.0235	0.230722	2.79458	2.80758	0.201313	120.298	119.619	1.3124	22.8961	22.9304	0.0913045	50.0227	49.9852	0.533794	150.539	150.56	0.171929	35.0691	35.1852	0.0853972	122.093	122.079	0.0375274	5.0306	5.74698	2.11403	3.70263	5.07569e-10	13.5657	2.79525	2.78085	0.291561	19.1611	19.1035	0.04424	593.957	593.938	0.150826	44053.6
49.012	48.9638	0.228279	2.80081	2.55504	0.194149	120.336	119.095	1.25885	22.8919	22.9298	0.0912937	50.0294	49.551	0.525339	150.471	150.419	0.17173	35.0775	35.0546	0.0852728	122.08	122.08	0.0375216	5.03641	7.29993	2.02522	3.70163	0.519336	13.0123	2.79707	2.91513	0.294583	19.147	19.1146	0.0436356	593.887	593.772	0.150647	44087.6
49.0029	49.356	0.222127	2.80367	3.06641	0.175277	120.28	121.05	1.11814	22.9188	22.857	0.0912976	49.9942	49.7436	0.504988	150.51	150.652	0.171661	35.0676	35.1871	0.0850393	122.107	122.126	0.0374863	5.02812	3.02975	1.78365	3.69365	5.5451	3.36041	2.79839	3.07218	0.292976	19.1514	19.138	0.0418471	593.953	593.819	0.14854	44050
49.0193	48.5249	0.228651	2.80516	2.64923	0.195255	120.301	119.364	1.267	22.8888	22.7441	0.0912738	49.9831	50.3842	0.526698	150.514	150.585	0.171777	35.0824	35.0698	0.0853214	122.132	122.102	0.0375294	5.02077	7.02345	2.03878	3.69974	1.9046e-08	3.63583	2.79631	2.8945	0.291049	19.1686	19.1807	0.0437267	593.99	593.988	0.150576	44059
48.9972	48.8959	0.227747	2.80067	2.50256	0.192615	120.293	118.491	1.2466	22.8827	23.0391	0.0912905	49.98	49.3285	0.523639	150.517	150.668	0.171749	35.1077	35.0481	0.0852771	122.119	122.124	0.0375296	5.03409	7.82989	2.00511	3.69434	7.88063e-10	12.4994	2.79749	2.90661	0.291233	19.1594	19.1069	0.0434707	593.994	593.905	0.150483	44037
49.02	49.0534	0.223412	2.79768	2.78091	0.177725	120.266	120.768	1.14409	22.9	22.8965	0.0915855	49.9939	50.0537	0.507816	150.454	150.374	0.171742	35.0803	35.1118	0.0852934	122.081	122.108	0.0376736	5.03526	4.33676	1.82602	3.6985	10.3082	3.38391	2.80239	2.84589	0.297934	19.1589	19.1947	0.0424723	593.899	593.924	0.15055	43985.4
48.9954	49.0791	0.225237	2.80065	2.89842	0.185675	120.33	122.336	1.19897	22.8985	22.8059	0.0911027	50.0123	50.0361	0.515646	150.48	150.625	0.171672	35.0774	35.0729	0.0852078	122.055	122.062	0.0375634	5.02742	2.10512	1.9019	3.70083	4.76965	3.33445	2.79799	3.11113	0.2944	19.1507	19.221	0.0430544	593.928	593.846	0.150377	43980
48.9753	49.5852	0.223479	2.79382	2.93979	0.177512	120.315	121.648	1.13668	22.9222	22.8857	0.0902547	50.0084	50.0265	0.508879	150.546	150.282	0.171349	35.0683	35.0768	0.0847802	122.123	122.124	0.0374904	5.01716	2.9442	1.81622	3.69884	2.1094	3.32032	2.79962	2.92971	0.298885	19.1556	19.1923	0.0418748	594.039	594.064	0.150119	43989.4
48.9828	49.5441	0.223062	2.79894	2.81302	0.177282	120.291	119.881	1.13359	22.9053	23.1252	0.0912175	49.9842	49.5022	0.509733	150.495	150.454	0.171949	35.0841	35.2907	0.0852771	122.101	122.111	0.0375863	5.04232	4.6917	1.81246	3.70808	4.68684	3.4037	2.79337	3.03679	0.296922	19.1778	19.1077	0.0421517	593.914	593.748	0.150065	44099.6
49.0014	49.43	0.239231	2.7948	2.91643	0.224849	120.318	121.499	1.4898	22.8996	22.8137	0.0916525	50.0122	49.6574	0.562278	150.516	150.177	0.172454	35.0676	34.9838	0.0856544	122.104	122.144	0.0375267	5.02865	3.73717	2.40293	3.69654	4.85481	3.35458	2.7986	2.54499	0.296716	19.1571	19.1792	0.0465532	593.892	594.065	0.152021	44159.1
48.9986	49.322	0.227031	2.79797	3.02117	0.182303	120.265	120.814	1.11513	22.9109	22.9648	0.0904821	49.982	50.0626	0.502971	150.49	150.364	0.165817	35.0548	35.0521	0.0837061	122.125	122.139	0.0376604	5.02667	3.67314	1.84646	3.70121	3.25741	3.28551	2.79734	2.89031	0.295505	19.166	19.151	0.0406221	593.956	593.858	0.148834	44093.8
48.9974	48.9507	0.222958	2.80159	2.91948	0.182907	120.324	122.282	1.18068	22.9101	22.9296	0.0913893	49.9994	50.2356	0.513096	150.504	150.635	0.170749	35.0863	35.0577	0.0850706	122.098	122.092	0.0375103	5.03348	2.18819	1.87635	3.70053	6.10345	3.3591	2.79728	2.55234	0.296412	19.1409	19.1869	0.0427987	593.984	594.101	0.149877	44087
49.0038	49.1411	0.221138	2.80154	2.88888	0.174235	120.284	121.706	1.12045	22.9037	22.9325	0.0911935	49.9691	50.3728	0.501068	150.47	150.52	0.171644	35.0931	35.1006	0.0852679	122.095	122.063	0.0376483	5.02638	2.91461	1.78241	3.69849	4.51449	3.3652	2.79913	2.30685	0.296031	19.1573	19.1788	0.0423303	593.982	594.168	0.150047	44172.4
