Be7_Inj	Be7_Rec	Be7_RMS	pep_Inj	pep_Rec	pep_RMS	Bi210_Inj	Bi210_Rec	Bi210_RMS	K40_Inj	K40_Rec	K40_RMS	Kr85_Inj	Kr85_Rec	Kr85_RMS	U238_Inj	U238_Rec	U238_RMS	Th232_Inj	Th232_Rec	Th232_RMS	Po210_Inj	Po210_Rec	Po210_RMS	CNO_Inj	CNO_Rec	CNO_RMS	C10_2_Inj	C10_2_Rec	C10_2_RMS	He6_2_Inj	He6_2_Rec	He6_2_RMS	C11_Inj	C11_Rec	C11_RMS	C11_2_Inj	C11_2_Rec	C11_2_RMS	Chi2NDF
48.9971	48.8762	0.222884	2.79915	2.99311	0.175819	120.329	120.499	1.12761	22.9085	22.9783	0.0906797	49.9961	50.8817	0.507172	150.52	150.483	0.171164	35.0861	35.2262	0.0851135	122.09	122.062	0.0376045	5.02836	4.11127	1.808	3.70313	2.49783	3.3268	2.7917	2.68733	0.298387	19.1578	19.0959	0.041978	593.908	593.941	0.150196	44127.6
48.9883	48.6073	0.287874	2.79657	2.86741	0.339027	120.296	122.658	2.32193	22.9128	22.837	0.0936643	50.0079	50.7547	0.718979	150.576	150.415	0.176066	35.1015	35.1566	0.0875413	122.095	122.118	0.0375357	5.02964	2.19938	3.68931	3.70167	1.0986	3.12402	2.79073	2.64486	0.298315	19.1524	19.2035	0.0590093	593.971	594.201	0.158238	44069.6
49.0073	48.9994	0.233134	2.79983	2.86369	0.208181	120.303	120.523	1.36532	22.9152	22.8219	0.0914267	50.0212	49.756	0.541938	150.504	150.654	0.172095	35.0887	35.037	0.0854616	122.073	122.026	0.0375246	5.02473	4.90736	2.20029	3.70316	2.29329e-08	16.0316	2.79526	2.37685	0.292852	19.1552	19.1673	0.0449423	593.948	594.151	0.151203	44007.9
49.0199	48.9181	0.227245	2.79912	2.55116	0.191137	120.272	118.161	1.23581	22.903	22.8192	0.0912282	49.9851	49.0909	0.521947	150.477	150.71	0.171712	35.0726	35.1183	0.0852711	122.096	122.091	0.0375236	5.01608	8.35793	1.98707	3.69975	4.65339e-07	12.88	2.79786	2.81198	0.291257	19.1646	19.1173	0.043356	593.898	593.877	0.150432	44049.3
49.0214	48.7799	0.223117	2.80504	2.59101	0.177545	120.248	118.881	1.14474	22.8929	22.9096	0.0913179	50.0315	50.338	0.505808	150.448	150.357	0.171862	35.0611	35.1612	0.0853369	122.098	122.067	0.0376399	5.02359	7.15101	1.83078	3.7003	8.6687	3.36437	2.79737	2.86981	0.29811	19.1765	19.1471	0.0423756	593.941	593.825	0.150519	44079.9
48.9721	48.9206	0.238553	2.80149	2.8572	0.223174	120.274	121.317	1.47669	22.9109	22.8013	0.0916019	50.0268	50.5956	0.560106	150.541	150.291	0.172378	35.0685	35.1055	0.0856813	122.13	122.136	0.0375265	5.0302	3.84837	2.38178	3.70116	1.41112e-07	1.43675	2.79946	2.31661	0.291188	19.1714	19.2192	0.04636	593.992	594.215	0.151743	44033.6
48.9707	49.398	0.228537	2.79972	2.77069	0.194963	120.291	118.444	1.26562	22.8986	22.9071	0.091363	50.0075	49.1139	0.526365	150.528	150.62	0.171789	35.0695	35.094	0.0853234	122.1	122.133	0.0375208	5.02701	7.07452	2.03639	3.69866	3.37908	3.3263	2.80636	2.77402	0.296415	19.1461	19.1014	0.0437425	593.845	593.835	0.15075	43988.1
49.0116	48.7481	0.228743	2.80152	2.61812	0.195584	120.313	119.084	1.26558	22.9013	22.9663	0.0913565	49.9853	50.0596	0.527165	150.507	150.818	0.171972	35.0835	35.1512	0.0853164	122.143	122.081	0.0375308	5.02426	6.63571	2.03669	3.70071	2.89487	3.11034	2.79984	3.02109	0.296303	19.156	19.1062	0.0436803	594.023	593.828	0.150514	43910.7
48.9905	48.7912	0.223637	2.79939	2.54337	0.178039	120.277	120.139	1.15281	22.8896	22.8593	0.09142	49.9725	49.5638	0.508035	150.51	150.395	0.171483	35.0829	34.9716	0.0853284	122.079	122.09	0.0376267	5.02221	6.26236	1.84461	3.69687	8.79271	3.37683	2.79871	2.69415	0.295437	19.1644	19.2039	0.0425196	593.929	593.991	0.150492	44066.6
48.9964	49.4016	0.222942	2.79984	3.01682	0.177253	120.316	121.095	1.13677	22.9101	23.0462	0.0912628	50.0175	50.5741	0.50616	150.503	150.15	0.171713	35.0832	35.1121	0.0854014	122.116	122.146	0.0375787	5.03627	3.20612	1.81511	3.70065	4.72134	3.35351	2.80186	2.6764	0.295806	19.1586	19.1476	0.04223	593.894	593.977	0.150069	44096.6
48.9987	49.3341	0.225011	2.79773	3.17484	0.184438	120.24	121.496	1.19198	22.8882	22.962	0.09131	49.9987	49.7846	0.514203	150.502	150.4	0.171524	35.0788	35.0645	0.0851936	122.14	122.2	0.0375242	5.04379	2.53952	1.89738	3.69929	9.12744	3.3752	2.80466	2.76042	0.296323	19.175	19.17	0.0429275	593.999	593.892	0.150681	44094.9
48.9895	48.5977	0.222242	2.80008	2.48599	0.17717	120.294	119.152	1.14862	22.8952	22.9109	0.0914374	50.0016	50.628	0.505354	150.518	150.42	0.170235	35.0823	34.9968	0.0848801	122.079	122.041	0.0375975	5.03586	7.3537	1.83848	3.69498	5.87854	3.32943	2.79869	2.93001	0.296332	19.1346	19.1401	0.0423518	594	593.993	0.150384	43903
48.9875	48.7786	0.222043	2.7953	2.45727	0.179944	120.311	119.287	1.17433	22.9131	22.8767	0.0916233	49.9963	49.6604	0.511218	150.528	150.549	0.170943	35.0884	34.9937	0.0852927	122.08	122.048	0.0376206	5.02717	7.51173	1.88837	3.70898	6.50151	3.38394	2.8022	2.56022	0.297341	19.1623	19.1801	0.0426047	593.894	594.027	0.150449	44032
49.0064	49.0869	0.224417	2.79448	2.63236	0.17909	120.315	119.278	1.15333	22.9001	23.0208	0.0917998	50.0386	49.4493	0.508051	150.531	150.675	0.17186	35.0658	35.089	0.0857677	122.086	122.098	0.0376818	5.03211	6.54039	1.84595	3.70254	11.1158	3.3699	2.80317	2.33137	0.297247	19.1583	19.0929	0.0427077	593.987	594.006	0.150351	44237.8
48.9714	48.9238	0.225688	2.79654	2.69141	0.180821	120.312	119.524	1.17183	22.9093	22.9012	0.0929105	49.9939	50.0181	0.510878	150.499	150.28	0.171548	35.0818	34.9541	0.0856387	122.141	122.145	0.0375767	5.03035	6.86156	1.88445	3.70007	6.03696	3.37204	2.79994	2.58897	0.297333	19.1616	19.158	0.0428357	594.024	594.097	0.150106	44001.8
49.0207	48.7431	0.222988	2.80146	2.54413	0.177091	120.313	120.029	1.14766	22.9196	22.82	0.0912861	49.9917	49.0691	0.505237	150.48	150.643	0.171431	35.0787	34.986	0.0850502	122.064	122.094	0.0375734	5.027	6.42107	1.83423	3.69513	7.2873	3.37218	2.79878	2.45111	0.296097	19.1678	19.183	0.0424546	593.96	594.083	0.150327	43997.6
48.9996	48.9563	0.223649	2.80268	2.78699	0.179056	120.291	119.051	1.14791	22.9046	22.9616	0.0913284	49.9972	49.6151	0.507535	150.521	150.594	0.171039	35.0706	35.2308	0.0850164	122.097	122.107	0.0376301	5.03554	6.40359	1.84087	3.69749	6.43445	3.38199	2.80227	2.87909	0.296128	19.1394	19.0501	0.0422694	593.966	593.834	0.149954	44041.1
49.0088	49.0194	0.223809	2.80484	2.63953	0.180107	120.305	119.294	1.14183	22.9248	22.9798	0.0911325	50.0052	49.8717	0.505667	150.456	150.299	0.171413	35.0895	35.0006	0.0851123	122.091	122.108	0.0375202	5.02762	6.83876	1.8338	3.69577	7.41588	3.36046	2.79432	2.26608	0.295196	19.1564	19.1353	0.0422489	594.007	594.166	0.149522	43925.7
48.9909	49.2942	0.227998	2.7898	3.127	0.188826	120.326	122.389	1.24952	22.8875	22.917	0.0914609	50.0123	50.3366	0.519198	150.517	150.514	0.172185	35.0827	35.0621	0.0847088	122.123	122.106	0.0375602	5.03308	1.61536	1.96629	3.70185	6.11944	3.36901	2.80451	2.53127	0.296426	19.146	19.1512	0.043882	593.93	594.013	0.150627	44032.4
49.0013	48.6395	0.225386	2.80512	2.64131	0.182052	120.324	119.658	1.18017	22.8836	22.8887	0.0917204	49.9829	50.1818	0.510173	150.48	150.723	0.172028	35.0833	35.2036	0.0853454	122.107	122.08	0.0376751	5.0242	6.02027	1.90175	3.69719	1.612	3.21727	2.79594	2.72503	0.299963	19.166	19.1308	0.0430892	594.014	593.96	0.153581	43849.2
48.978	49.0122	0.223088	2.80033	2.91216	0.178491	120.306	120.355	1.14609	22.8775	22.8651	0.0909317	49.9822	50.1819	0.507115	150.495	150.149	0.171994	35.097	35.0029	0.0848872	122.076	122.095	0.0375813	5.02675	5.16546	1.83524	3.69527	3.97887	3.30296	2.79869	2.91239	0.296537	19.1573	19.1781	0.0423842	593.976	593.946	0.149846	43992
49.0239	48.986	0.231478	2.79746	2.77102	0.203503	120.335	120.046	1.32935	22.9027	22.9394	0.0913606	49.9805	50.2812	0.536291	150.51	150.35	0.171915	35.0778	35.1764	0.0854053	122.084	122.09	0.0375266	5.04033	5.43107	2.14151	3.68837	8.59162e-10	1.49668	2.79925	2.2891	0.291173	19.1596	19.112	0.0444566	593.959	594.147	0.150962	43990.8
48.9814	49.2535	0.224668	2.80677	3.00635	0.184568	120.308	122.408	1.19096	22.9114	22.8378	0.091452	49.9923	49.9655	0.514902	150.492	150.3	0.17161	35.085	34.9471	0.0851374	122.093	122.121	0.0375595	5.03756	2.41973	1.89606	3.69686	4.90748	3.3501	2.80682	2.58174	0.296329	19.1623	19.2265	0.0429577	594.034	594.175	0.150341	44126.7
48.9825	48.8517	0.221258	2.80444	2.7816	0.170999	120.303	120.57	1.09843	22.9007	22.7938	0.0911709	50.0138	49.7978	0.502215	150.529	150.342	0.171766	35.0456	34.9972	0.0852628	122.067	122.108	0.0376147	5.02592	5.28073	1.74691	3.70403	6.66836e-10	2.38159	2.80604	2.80843	0.292219	19.1627	19.1929	0.0417903	594.016	594.041	0.15025	44037.3
49.022	48.9228	0.2231	2.7998	2.68019	0.176356	120.312	119.971	1.13785	22.9055	22.9101	0.09046	50.0239	50.0653	0.506778	150.484	150.489	0.170992	35.089	34.922	0.0846345	122.14	122.143	0.0375823	5.02206	5.82244	1.82553	3.69871	2.55427	3.40307	2.80228	3.21431	0.296554	19.1518	19.2016	0.0417204	593.927	593.797	0.148902	44095.2
48.9952	48.9866	0.222503	2.79751	2.94731	0.176529	120.274	121.149	1.12952	22.9044	22.8162	0.0910979	50.0061	50.4846	0.507043	150.495	150.55	0.171635	35.0771	35.1091	0.0852668	122.082	122.051	0.0376735	5.03012	3.48973	1.80317	3.69821	1.63497e-08	2.16938	2.79849	2.68585	0.290051	19.1617	19.1626	0.0421526	593.99	594.104	0.149861	44094.2
49.0051	49.3229	0.23113	2.79806	3.02734	0.206177	120.272	121.265	1.36504	22.9075	22.916	0.0922175	50.0191	50.0018	0.542051	150.522	150.333	0.171226	35.0721	34.977	0.085478	122.104	122.147	0.0376145	5.02668	3.36698	2.18224	3.70404	1.03952e-07	12.5795	2.79808	2.80131	0.290348	19.1553	19.2175	0.0453568	593.981	594.033	0.151795	44086.1
48.9974	49.0381	0.223697	2.80305	2.7688	0.179354	120.291	119.834	1.14393	22.88	22.8833	0.0913056	50.0157	49.9227	0.505624	150.488	150.374	0.170552	35.0856	35.0501	0.0851426	122.073	122.077	0.037553	5.02198	5.89266	1.83496	3.69511	7.04438	3.38342	2.8032	2.475	0.297068	19.164	19.1536	0.0423003	594.002	594.115	0.149787	44032
49.009	49.1328	0.2238	2.80902	2.60833	0.179363	120.328	120.479	1.15121	22.8959	22.8877	0.090786	50.0046	49.0668	0.510369	150.497	150.284	0.17166	35.0811	35.0613	0.085121	122.08	122.142	0.0375221	5.02356	5.6439	1.84668	3.69866	2.60268	3.14888	2.79701	2.48298	0.294009	19.1641	19.1971	0.0422188	594.058	594.201	0.149826	43987.5
49.0039	48.8318	0.224232	2.7905	2.71515	0.183922	120.307	120.581	1.18774	22.9071	22.9633	0.0913928	49.979	50.2683	0.513378	150.455	150.726	0.171675	35.0691	35.1341	0.0851669	122.122	122.1	0.0375777	5.031	4.2905	1.91745	3.70417	3.47642	3.3521	2.80442	2.90849	0.295024	19.1566	19.1512	0.042885	593.977	593.925	0.150167	44075.5
49.0079	48.8974	0.222819	2.79843	2.55784	0.176135	120.276	120.03	1.1351	22.9068	22.7616	0.0910855	49.9919	49.5581	0.50395	150.464	150.542	0.169615	35.0726	34.8868	0.0847764	122.058	122.056	0.0376236	5.01978	6.44567	1.81632	3.69251	2.39018	3.19218	2.80367	2.61508	0.295946	19.1588	19.2156	0.0421916	593.922	594.089	0.151025	43930.8
48.987	49.3592	0.222176	2.79968	2.85902	0.174956	120.304	121.064	1.1158	22.8994	22.95	0.0912485	50.0053	50.4475	0.500611	150.532	150.222	0.170485	35.0868	34.9025	0.0851393	122.089	122.075	0.0376078	5.02706	4.04538	1.7922	3.69829	7.6049	3.36996	2.79736	2.99062	0.297265	19.1694	19.2135	0.0418814	593.95	593.892	0.150408	44028.9
48.9927	48.8312	0.222653	2.8038	2.69916	0.175606	120.327	118.887	1.14531	22.9071	23.0243	0.0913656	50.0076	49.3902	0.509147	150.461	150.503	0.171713	35.0949	35.2183	0.0850483	122.089	122.13	0.0376529	5.02714	6.98022	1.82669	3.69998	8.90978	3.3783	2.79896	2.7626	0.297107	19.1588	19.0741	0.0424988	594.001	593.895	0.150954	44163
49.0216	49.1397	0.239212	2.79441	2.77191	0.224725	120.307	121.347	1.48949	22.8916	22.805	0.0918066	49.97	49.1381	0.562088	150.55	150.692	0.172497	35.0851	35.1452	0.0856744	122.086	122.122	0.0375213	5.03241	3.76122	2.40213	3.70134	1.84696	3.24507	2.79991	2.69163	0.297037	19.1775	19.1906	0.0466068	594.106	594.122	0.152049	44027.7
49.0142	49.0211	0.221415	2.79758	3.00547	0.175036	120.272	121.67	1.12017	22.9109	22.9052	0.0911764	49.9774	50.1707	0.503691	150.516	150.345	0.171062	35.0468	35.0175	0.085066	122.136	122.148	0.0375554	5.02701	3.11196	1.78411	3.70409	3.29847	3.29772	2.79543	3.30748	0.296398	19.15	19.1735	0.0421033	593.875	593.741	0.149895	43993.1
48.9869	49.063	0.222848	2.80159	2.84242	0.176992	120.318	121.945	1.14019	22.9111	22.7306	0.0913341	49.973	49.1836	0.506648	150.503	150.595	0.171677	35.0725	34.9671	0.0850575	122.087	122.125	0.0375852	5.03365	3.38818	1.81738	3.70382	5.70656	3.36531	2.801	2.62492	0.296607	19.1436	19.2272	0.0423663	593.941	594.108	0.150022	44087.3
48.9961	49.0964	0.228778	2.80478	2.67496	0.195733	120.267	119.443	1.27144	22.897	22.8315	0.0913003	49.9829	49.8819	0.527205	150.494	150.347	0.171716	35.0932	34.9789	0.085301	122.109	122.092	0.0375236	5.04019	6.64828	2.04564	3.70302	0.000633063	13.1579	2.79773	2.66537	0.291425	19.1696	19.1973	0.0437938	593.988	594.108	0.150575	44172.1
48.9885	48.7913	0.233123	2.80213	2.70476	0.208102	120.3	120.441	1.36434	22.8985	22.9797	0.0915523	50.0275	49.7481	0.541726	150.507	150.708	0.172089	35.0708	35.1629	0.0854437	122.098	122.084	0.03752	5.0323	4.9018	2.19906	3.70246	1.83738	3.24313	2.80531	2.30433	0.29699	19.1454	19.1253	0.0449438	593.949	594.116	0.151356	44046.4
48.9744	48.88	0.225105	2.79553	3.03389	0.177946	120.276	122.012	1.14807	22.9056	22.9925	0.0911288	50.0003	49.9434	0.508325	150.466	150.695	0.172323	35.0858	35.1281	0.0848113	122.125	122.183	0.0375992	5.03537	1.94266	1.81289	3.69985	6.2222	3.35629	2.79489	2.10587	0.29719	19.1629	19.1322	0.0424773	594.053	594.264	0.150518	44065.2
49.0139	48.72	0.230646	2.79878	2.65631	0.200761	120.231	120.308	1.30979	22.898	22.8105	0.0914443	50.0118	49.8765	0.532918	150.569	150.618	0.171944	35.0871	35.0001	0.0853711	122.094	122.078	0.0375294	5.03071	5.84045	2.10906	3.70227	3.03086	3.1055	2.7966	2.45046	0.296405	19.1588	19.1741	0.0442925	593.97	594.169	0.150954	43932.5
48.9811	48.9199	0.223299	2.79489	2.6643	0.17728	120.281	119.508	1.13542	22.9026	22.8779	0.0912068	50.0097	49.8154	0.503491	150.461	150.42	0.172494	35.0853	35.1373	0.085226	122.066	122.093	0.037821	5.03295	6.41517	1.8155	3.69492	5.10122	3.32502	2.80521	2.33489	0.297125	19.1618	19.145	0.0423121	593.953	594.027	0.150586	43949.8
48.9915	49.1299	0.234808	2.79808	2.91494	0.213146	120.282	120.455	1.40219	22.8919	22.9642	0.0915541	50.0044	50.4322	0.547856	150.491	150.162	0.172134	35.0737	35.0687	0.085526	122.129	122.151	0.0375255	5.02153	4.45659	2.2607	3.69524	1.68415e-07	12.9281	2.79268	2.54432	0.291418	19.1706	19.184	0.0453898	593.901	594.04	0.151304	44070.8
48.986	48.9788	0.22291	2.7926	2.74428	0.176201	120.312	120.12	1.13023	22.902	22.9214	0.0916006	49.9844	50.3701	0.506781	150.499	150.497	0.17163	35.0852	35.1383	0.085152	122.11	122.068	0.0375717	5.03598	5.2757	1.80715	3.70532	5.36539	3.4051	2.7954	2.7964	0.29666	19.1549	19.1289	0.0422444	593.943	593.892	0.150057	44119.7
48.9644	49.2251	0.224626	2.80209	3.1251	0.176454	120.286	121.282	1.10109	22.902	22.8788	0.090925	49.9528	50.6138	0.505469	150.518	150.314	0.171987	35.085	35.2174	0.0855693	122.1	122.11	0.0376795	5.02531	2.79162	1.76566	3.69588	8.67184	3.37577	2.79392	2.87113	0.296878	19.1687	19.1756	0.0415053	593.917	593.843	0.150395	43976.5
49.0022	48.9372	0.219455	2.80012	2.74079	0.16483	120.273	120.123	1.04928	22.8974	22.6769	0.0909466	49.9811	49.628	0.491809	150.481	150.439	0.168704	35.0615	34.8308	0.0849579	122.096	122.07	0.037586	5.03584	6.31004	1.69135	3.70504	2.18486e-06	11.4048	2.80374	2.93186	0.297976	19.1505	19.2333	0.0409759	593.962	593.965	0.149854	44053.7
49.0077	48.8823	0.222862	2.79952	2.88149	0.178989	120.305	120.293	1.15246	22.8681	22.9081	0.0917826	49.9987	50.3097	0.50725	150.462	150.619	0.1722	35.0796	35.0695	0.0855413	122.102	122.09	0.0375593	5.0304	4.66244	1.8408	3.69495	3.54207	3.25187	2.79679	3.04576	0.295251	19.1727	19.1538	0.0425964	593.948	593.815	0.150205	44184.5
49.0359	48.9794	0.233255	2.8018	2.80093	0.20867	120.272	120.815	1.36884	22.9191	22.7642	0.0914059	49.992	49.6239	0.542474	150.466	150.451	0.172061	35.0658	35.0041	0.0854667	122.141	122.158	0.0375291	5.03783	4.82853	2.20601	3.69927	7.11402e-10	1.94466	2.8003	2.54334	0.291087	19.1577	19.2009	0.0449737	593.986	594.158	0.151123	43930.5
49.0112	48.9021	0.222552	2.80136	2.8267	0.174544	120.313	121.675	1.10762	22.9075	22.9102	0.0907219	49.9756	50.3665	0.504992	150.531	150.566	0.172195	35.0577	35.0032	0.0847551	122.064	122.086	0.0375828	5.02664	3.09975	1.76368	3.7	1.76238	3.19542	2.8013	3.02623	0.298021	19.1375	19.1954	0.0417892	593.984	593.996	0.150105	44136.4
48.991	48.6785	0.22991	2.80102	2.57665	0.198839	120.322	119.727	1.29499	22.8885	22.9473	0.0915177	49.9899	49.8345	0.53079	150.485	150.58	0.171885	35.0651	35.0599	0.0853707	122.11	122.114	0.0375253	5.02138	6.24538	2.08499	3.70165	7.77665	3.37414	2.79772	2.6802	0.296466	19.1712	19.1757	0.0441241	593.921	593.97	0.150958	44082.3
48.9857	48.8826	0.22184	2.804	2.88429	0.176394	120.27	121.355	1.12857	22.9069	22.9017	0.0911422	49.9645	50.3321	0.501403	150.508	150.73	0.171324	35.0708	35.2106	0.0852425	122.088	122.104	0.0375772	5.02431	2.87345	1.79923	3.69499	3.64344	3.33751	2.80046	2.78042	0.297021	19.1635	19.1706	0.0422646	594.029	594.015	0.150254	43977.3
49.0073	48.868	0.232369	2.7974	2.78986	0.206064	120.334	120.44	1.3492	22.92	22.92	0.0914203	50.011	50.3639	0.539452	150.487	150.307	0.171999	35.0724	35.134	0.0854357	122.099	122.099	0.0375291	5.03845	5.14118	2.174	3.69673	8.3338e-11	0.788972	2.8012	2.80013	0.291121	19.1776	19.1729	0.0447303	593.904	593.968	0.151015	44009.9
49.0246	48.8464	0.223753	2.79951	2.86512	0.180584	120.256	120.102	1.16715	22.9276	22.8824	0.0912435	49.9976	50.252	0.509521	150.456	150.573	0.171449	35.0779	35.0061	0.0849868	122.111	122.107	0.0375758	5.02741	5.13993	1.87198	3.69783	5.37884	3.37555	2.80003	3.15136	0.29583	19.1952	19.1926	0.0425606	593.999	593.89	0.150065	44176.6
48.9823	48.872	0.223351	2.80528	2.95371	0.178192	120.335	120.556	1.13989	22.904	22.9239	0.0919179	50.0005	50.3845	0.507107	150.465	150.29	0.172073	35.0601	34.9978	0.0853353	122.062	122.069	0.0375854	5.02487	4.73041	1.82181	3.70015	5.75332	3.39268	2.78868	3.02243	0.296024	19.1662	19.1539	0.0424129	593.982	593.895	0.150048	43934.3
49.0174	49.4943	0.204905	2.80336	3.2488	0.120713	120.275	122.013	0.611625	22.899	22.9618	0.086915	49.9987	50.444	0.444299	150.512	150.415	0.165839	35.0631	35.0075	0.0825245	122.111	122.082	0.0372158	5.03412	1.58566	0.982049	3.69475	0.777738	3.41865	2.79952	2.81384	0.293721	19.1443	19.137	0.0348357	593.946	593.992	0.14547	44069
49.0233	48.9818	0.224055	2.80111	2.93	0.180171	120.293	120.95	1.16075	22.906	22.6927	0.091295	50.033	49.8961	0.512365	150.516	150.482	0.171684	35.0872	35.1779	0.0852808	122.137	122.148	0.0376553	5.03274	4.35316	1.85779	3.7001	3.94422	3.34216	2.79607	2.61916	0.29834	19.1655	19.1884	0.0425718	593.926	594.001	0.150207	44071.8
49.0069	48.9288	0.226074	2.79888	2.51857	0.187499	120.286	116.89	1.20836	22.8885	22.9496	0.0913256	50.0315	49.2161	0.517763	150.524	150.562	0.171675	35.0623	35.0398	0.0852313	122.099	122.118	0.0375253	5.02563	10.0873	1.94126	3.69455	5.39068	3.35993	2.80262	2.58827	0.296404	19.1725	19.102	0.043072	593.984	593.943	0.150505	44145
49.0066	48.8706	0.219546	2.80193	3.10971	0.171187	120.285	121.736	1.035	22.9048	22.8014	0.0911363	49.9748	50.543	0.49588	150.479	150.24	0.168032	35.0925	34.9838	0.0851143	122.091	122.111	0.0371907	5.02932	3.20819	1.67915	3.69938	7.11737e-08	2.06165	2.79573	2.72714	0.291598	19.1568	19.1991	0.0400537	594.003	594.088	0.147399	44074.1
49.0563	49.1072	0.222568	2.79721	2.88003	0.179783	120.336	120.861	1.16216	22.9042	22.9902	0.091168	50.0079	50.5754	0.510219	150.516	150.236	0.171075	35.0785	35.2514	0.0854161	122.1	122.119	0.0376003	5.03124	3.82251	1.85914	3.69968	4.21545	3.3107	2.80063	2.95011	0.296892	19.1718	19.1567	0.042581	593.858	593.781	0.150479	43943.5
49.0067	49.268	0.22339	2.79778	3.03932	0.179513	120.242	121.658	1.1513	22.8989	22.8593	0.0912242	49.9773	51.0817	0.511379	150.566	149.946	0.171826	35.0629	35.0116	0.0853363	122.106	122.09	0.0376687	5.0378	3.06894	1.83712	3.70152	1.84281e-07	3.80686	2.8	2.47473	0.292268	19.1531	19.2435	0.0424327	593.968	594.246	0.15053	44049.8
49.0176	49.6018	0.226021	2.80052	2.95704	0.183033	120.33	120.886	1.1567	22.8948	23.1276	0.0919526	49.9575	50.5156	0.510117	150.455	150.145	0.172109	35.0766	35.1551	0.0855613	122.096	122.067	0.0376065	5.0281	3.53223	1.84992	3.69273	4.27526	3.37344	2.79967	2.32551	0.296592	19.1613	19.1329	0.0427585	593.859	593.975	0.149867	43989.9
48.9953	49.2694	0.20483	2.79407	3.16884	0.120777	120.335	123.163	0.610477	22.9068	22.7752	0.0867489	49.9798	50.4976	0.444178	150.472	150.638	0.165653	35.0724	35.0464	0.0825105	122.087	122.044	0.0372012	5.03078	0.570158	0.978129	3.70283	2.83658	3.28921	2.80011	2.85356	0.292203	19.1555	19.2175	0.034737	593.953	593.962	0.145218	44067.3
48.9904	48.9572	0.223918	2.80048	2.84563	0.180647	120.258	120.575	1.15243	22.8982	22.9194	0.0912279	49.9805	50.2616	0.507744	150.514	150.791	0.171474	35.076	35.1552	0.0852605	122.056	122.025	0.0375905	5.02389	4.14002	1.84764	3.70426	5.07098	3.31635	2.79846	2.63019	0.296884	19.15	19.1389	0.0424995	594.016	594.051	0.150291	44113.7
48.9954	49.0202	0.230892	2.80303	2.80688	0.201921	120.33	120.238	1.3177	22.8945	22.7999	0.091357	49.9884	49.4348	0.534416	150.449	150.375	0.171925	35.0841	34.9959	0.0853819	122.091	122.107	0.0375213	5.03116	5.67743	2.1224	3.69777	1.21405e-07	14.3423	2.80256	2.30346	0.291888	19.1688	19.1945	0.0443314	593.912	594.105	0.150907	44117.4
48.9642	49.2174	0.223982	2.79856	3.11327	0.179644	120.307	120.715	1.15588	22.8855	22.9049	0.0904468	50.0144	50.481	0.510938	150.465	150.498	0.170759	35.0921	35.222	0.0847012	122.145	122.165	0.0376431	5.01919	3.17848	1.85004	3.69908	2.33972	3.21767	2.8054	2.75069	0.297295	19.1508	19.1063	0.0423613	594.008	594.015	0.150287	43997
49.0084	49.2073	0.218299	2.79421	3.03105	0.143979	120.328	122.603	0.847868	22.8943	22.8551	0.0891516	50.0011	51.1207	0.465465	150.481	150.217	0.170755	35.0867	35.0699	0.0851175	122.081	122.059	0.037575	5.02086	1.46535	1.35213	3.70112	4.4826	3.33924	2.80155	3.04908	0.295533	19.1654	19.225	0.0382645	593.98	593.992	0.149022	44018.9
48.9997	49.0198	0.223669	2.79879	2.81036	0.178076	120.263	120.754	1.13662	22.8946	22.8973	0.0912989	49.9814	49.9146	0.50561	150.492	150.87	0.171497	35.0941	35.2078	0.0852295	122.131	122.134	0.0375884	5.03471	3.62104	1.81811	3.70535	4.69735	3.35346	2.80538	2.90387	0.296535	19.165	19.1623	0.0423917	593.997	593.94	0.150265	43963.2
49.0065	48.6858	0.226254	2.79816	2.63215	0.187486	120.286	119.587	1.20837	22.8974	22.8571	0.0904718	49.995	50.3397	0.519635	150.515	150.698	0.173705	35.0729	35.2401	0.0849116	122.085	122.052	0.037659	5.02313	5.9901	1.92787	3.69744	2.80843	3.49462	2.80869	2.87578	0.297421	19.1567	19.1494	0.0429452	594	593.925	0.151308	44070
49.0012	49.116	0.220384	2.80496	2.73339	0.158378	120.259	118.988	0.940597	22.9078	22.9378	0.0877531	50.013	49.5577	0.487916	150.514	150.301	0.170506	35.049	34.9047	0.0838967	122.106	122.139	0.0375273	5.02802	7.2386	1.53935	3.70209	2.23876	3.21932	2.792	3.0281	0.297019	19.1605	19.1618	0.0380597	593.99	593.903	0.149086	44246.7
48.9533	48.8622	0.229576	2.79893	2.61618	0.198044	120.274	119.136	1.28877	22.8876	23.0055	0.0914675	49.9894	49.9863	0.529938	150.502	150.556	0.171804	35.0752	35.1594	0.0853608	122.145	122.162	0.0375309	5.03475	6.41209	2.0748	3.70036	7.90676	3.37346	2.80377	2.68122	0.296346	19.1689	19.1195	0.04403	593.89	593.937	0.150876	44155.1
49.0091	49.0977	0.228547	2.79799	2.64056	0.194842	120.287	118.819	1.26452	22.9057	22.9663	0.0913875	49.9872	49.3316	0.526208	150.475	150.668	0.171792	35.081	35.056	0.0853126	122.109	122.09	0.0375245	5.03731	7.12297	2.03472	3.70621	3.07588	3.30364	2.80061	2.8624	0.296083	19.1633	19.1113	0.0437262	593.961	593.91	0.150746	44075.2
